Gene,Coordinates
KITLG,12:88492793-88580471
RARB,3:24829321-25597932
ZEB2,2:144384081-144520119
CASP1,11:105025443-105035591
IQGAP1,15:90388242-90502239
CD55,1:207321674-207360966
SERPING1,11:57597685-57614848
ITGA4,2:181457205-181538940
HAVCR1,5:157028383-157069633
CD46,1:207752038-207795516
F12,5:177402138-177409564
ACTN3,11:66546395-66563334
GATA2,3:128479422-128493201
ITGA6,2:172427336-172506459
SPAST,2:32063551-32157637
WAS,X:48683753-48691427
MAP1LC3A,20:34546823-34560345
P2RY12,3:151336843-151384753
RYR2,1:237042184-237833988
HNRNPA1,12:54280726-54287087
NFKB2,10:102394110-102402529
SGK1,6:134169248-134318112
CXCL1,4:73869393-73871308
ITLN1,1:160876540-160885180
ATP2A2,12:110281247-110351093
FOXL2,3:138944224-138947137
DAPK1,9:87497228-87708634
LOX,5:122063195-122078259
RBX1,22:40951378-40973309
TNFRSF11A,18:62325310-62391288
TREM1,6:41267385-41286692
NEDD4,15:55826917-55993612
DCN,12:91140484-91182817
NEAT1,11:65422798-65445540
CD59,11:33703010-33736479
MRE11,11:94415570-94512701
DEFB1,8:6870592-6877936
CCNA2,4:121816444-121823883
NR4A1,12:52022832-52059507
AGTR2,X:116170744-116174974
FGFR4,5:177086915-177098144
TCF4,18:55222185-55635957
HNRNPK,9:83968083-83980630
MDM4,1:204516377-204558120
ITGB4,17:75721339-75757819
ACHE,7:100889994-100896994
RELN,7:103471789-103989658
TG,8:132866943-133134902
CA2,8:85464007-85481493
SDHB,1:17018722-17054032
FXN,9:69035752-69079076
ANGPTL4,19:8364129-8374373
CDH5,16:66366657-66404784
MPL,1:43336875-43354466
TJP1,15:29699367-29969049
SLC6A2,16:55655928-55706192
C5,9:120952335-121074865
DBH,9:133636363-133659329
TOR1A,9:129812942-129824136
CTNND1,11:57761802-57819540
ATF3,1:212565407-212620777
DAXX,6:33318558-33322959
ADAM12,10:126012391-126388477
UBE3A,15:25333728-25439381
IL6ST,5:55935095-55994963
GDNF,5:37812677-37840044
FSCN1,7:5592816-5606655
FGF1,5:142592178-142698070
EDNRB,13:77895481-77975527
IL37,2:112911165-112918882
CCL20,2:227813842-227817556
H3C1,6:26020451-26020958
PRF1,10:70597348-70602741
CYLD,16:50742086-50801935
ADRA2A,10:111077029-111080907
TPH1,11:18017555-18046269
MCAM,11:119305759-119317130
NT5E,6:85450083-85495784
EIF4EBP1,8:38030534-38060365
FABP2,4:119317250-119322138
MEG3,14:100826108-100861026
IL32,16:3065403-3069530
CRH,8:66176376-66178464
PHB,17:49404052-49414882
PSIP1,9:15464066-15511004
MMP8,11:102711796-102724967
CFL1,11:65854673-65858180
PALB2,16:23603162-23641337
CCL3,17:36088256-36090143
IL1R1,2:102069638-102179874
PROCR,20:35172072-35215989
COL18A1,21:45405165-45513720
CYP24A1,20:54145731-54174032
ALOX15,17:4630919-4641678
DDIT3,12:57516588-57520517
PRKAR1A,17:68413623-68551316
ANG,14:20684177-20694186
RARRES2,7:150338329-150341685
ATF4,22:39514494-39522686
MIR31,9:21512115-21512185
TGFA,2:70447284-70553826
MIR214,1:172138798-172138907
RHD,1:25272393-25330445
BEST1,11:61946722-61965515
CDKN1C,11:2883218-2885775
FLT4,5:180601506-180650298
TSC1,9:132891349-132945269
PAX3,2:222199887-222298998
PLP1,X:103776506-103792619
PDE4D,5:58969038-60524329
NOTCH2,1:119911553-120069662
CSF1R,5:150053295-150113365
LDHA,11:18394563-18408425
CIITA,16:10866208-10941562
YWHAQ,2:9583967-9630997
CTSL,9:87726119-87731469
NAT1,8:18170419-18223689
CP,3:149162410-149222008
MIR137,1:98046070-98046171
USP7,16:8892097-8963912
XPA,9:97654398-97697403
BAD,11:64269828-64284704
KCNMA1,10:76869602-77637969
SRSF1,17:58000919-58007273
MIR125A,19:51693254-51693339
PAX8,2:113215997-113278921
ACKR3,2:236537131-236582358
UBE2D2,5:139561286-139628434
PRMT5,14:22920526-22929392
BDKRB2,14:96204839-96244164
WNT1,12:48978322-48982620
CSF3,17:40015440-40017813
PKD2,4:88007635-88077779
CHRNA5,15:78565520-78595269
TACR1,2:75046463-75199520
POR,7:75915155-75986855
MAP3K5,6:136557046-136793098
CCNT1,12:48688458-48716707
TAP1,6:32845209-32853704
HSD11B2,16:67431121-67437553
SKP1,5:134148935-134176950
BAG3,10:119651380-119677819
PF4,4:73980811-73982124
SCN9A,2:166195185-166375987
MIR205,1:209432133-209432242
HPRT1,X:134460165-134500668
SIRT6,19:4174109-4182563
SULT1A1,16:28605587-28623395
ANO1,11:69985907-70189530
SFRP1,8:41261962-41309473
UBE2D3,4:102794383-102868895
CD247,1:167430640-167518542
SF3B1,2:197389784-197435093
PRMT1,19:49676166-49688447
TRPC6,11:101451470-101584007
MIR375,2:219001645-219001708
TNFSF12,17:7549058-7557881
HSP90B1,12:103930410-103947926
WFS1,4:6260368-6303265
DUSP1,5:172768096-172771195
HBEGF,5:140332843-140346603
IRAK1,X:154010507-154019984
MX1,21:41420329-41459214
FOLH1,11:49145092-49208642
TERC,3:169764610-169765060
YWHAE,17:1344275-1400229
TLR5,1:223108401-223143281
TUBB3,16:89921925-89936097
PLA2G4A,1:186828949-186988981
TYR,11:89177565-89295759
CD9,12:6199946-6238266
NCOA1,2:24491254-24770702
H19-ICR,11:1998745-2003509
FANCD2,3:10026437-10101932
MIR150,19:49500785-49500868
UMOD,16:20333051-20356301
ERN1,17:64039142-64132469
DTNBP1,6:15522803-15663058
GP6,19:55013705-55038264
SLC11A1,2:218381766-218396894
CYP2C8,10:95036772-95069497
CRYAA,21:43169008-43172810
ENO1,1:8861000-8878686
SFTPA1,10:79610939-79615455
MALT1,18:58671420-58754477
SELL,1:169690667-169711620
CD82,11:44565610-44620363
PRDX1,1:45511051-45522890
CAPN10,2:240586734-240599104
DIABLO,12:122207662-122227456
SRY,Y:2786855-2787682
KPNB1,17:47649919-47685505
LIF,22:30240453-30257487
MIR124-1,8:9903388-9903472
COL4A1,13:110148963-110307157
VDAC1,5:133971871-134070987
MSTN,2:190055700-190062729
TGFB3,14:75958097-75983011
DDX3X,X:41333308-41364472
SMN2,5:70049523-70077595
LEF1,4:108047548-108168932
TFAM,10:58385409-58399220
FCGR2B,1:161647243-161678654
KAT5,11:65712018-65719604
HDAC4,2:239048168-239401649
IL17F,6:52236681-52245689
TRIM28,19:58544064-58550722
ENPP2,8:119557085-119673404
CYP27B1,12:57762334-57767078
KRT5,12:52514575-52520394
TSPO,22:43151559-43163242
MAD2L1,4:120055623-120066848
SPI1,11:47354859-47395640
TPO,2:1413288-1543673
TRPM7,15:50557158-50686797
DDB1,11:61299451-61333105
CTSK,1:150796208-150808260
IGF2R,6:159969082-160111504
ARMS2,10:122454653-122457352
MDK,11:46380784-46383837
HTR1B,6:77460924-77463491
TERF2,16:69355567-69386007
VTN,17:28367284-28370307
TBX21,17:47733236-47746122
TAC1,7:97732086-97740472
ARF6,14:49893082-49897054
GRK2,11:67266420-67286556
MIR195,17:7017615-7017701
ACTA2,10:88935074-88991397
IL5,5:132539194-132556864
MIR200B,1:1167104-1167198
HLA-DRA,6:32439887-32445046
LOC111589215,17:43124495-43127162
EIF2S1,14:67360328-67386516
SORL1,11:121452314-121633763
MUC5B,11:1223066-1262172
XRCC4,5:83077534-83370333
IRF6,1:209785617-209806142
JAK3,19:17824782-17848071
OPTN,10:13100082-13138308
MIR196A2,12:53991738-53991847
ATXN3,14:92058552-92106582
TNFRSF10A,8:23190452-23225102
RAB5A,3:19947097-19985175
EIF4G1,3:184314606-184335358
TSG101,11:18480311-18526942
GRIN1,9:137139092-137168759
PRSS1,7:142740235-142753076
MIRLET7A1,9:94175957-94176036
ARNT,1:150809713-150876737
SLC5A5,19:17871394-17895175
UCA1,19:15828947-15836321
NCOR1,17:16029157-16216475
CADM1,11:115169236-115504428
SNAP25,20:10218830-10307420
GAS6,13:113820549-113864076
ITGA3,17:50056065-50090481
MIR222,X:45747015-45747124
NOD1,7:30424527-30478840
KCNE1,21:34446688-34512210
IRS2,13:109752695-109786583
CHRNA4,20:63343223-63375471
ABCC4,13:95019835-95301451
SOX10,22:37972312-37984555
SFN,1:26863149-26864456
CD86,3:122055362-122121136
CD1D,1:158178030-158186427
ARRB1,11:75260122-75351662
SLC9A3R1,17:74748628-74769353
PDPK1,16:2538014-2603190
REST,4:56907900-56935847
SOD3,4:24795478-24800845
ADD1,4:2843844-2930065
ARG1,6:131573226-131584329
FEN1,11:61792911-61797238
MIR16-1,13:50048973-50049061
EEF1A1,6:73515750-73521032
UHRF1,19:4903080-4962154
RASA1,5:87267845-87391916
SELPLG,12:108621895-108633894
TRPA1,8:72021250-72094885
CXCL13,4:77511753-77611834
CRK,17:1420693-1456232
SATB1,3:18345377-18445592
TFAP2A,6:10396677-10419897
AREG,4:74445136-74455005
MIR30A,6:71403551-71403621
EDNRA,4:147481097-147544954
LCT,2:135787850-135837195
ADH1C,4:99336497-99352746
CD47,3:108043091-108094200
NEFL,8:24950955-24956612
AKR1B1,7:134442350-134459239
MAVS,20:3846834-3876118
NOX1,X:100843324-100874359
PSEN2,1:226870594-226903829
NFATC1,18:79395930-79529323
MPZ,1:161303594-161309969
FCGR3B,1:161623196-161631963
SLC7A5,16:87830022-87869507
SLC30A8,8:116950217-117176714
S1PR1,1:101236899-101241518
CDC20,1:43358981-43363203
ERAP1,5:96760273-96935983
ENO2,12:6914580-6923697
PITX2,4:110617423-110642123
FTL,19:48965309-48966879
SOS1,2:38981549-39124868
TNFSF13,17:7558282-7561601
NPC1,18:23506184-23586506
CSK,15:74782080-74803197
SIRT2,19:38878555-38899733
SCN4A,17:63938554-63972918
TXNIP,1:145992435-145996579
SMPD1,11:6390474-6394998
STING1,5:139475533-139482758
TRIM5,11:5590906-5685108
GSTA1,6:52791371-52803827
BID,22:17734138-17774665
ISG15,1:1013497-1014540
BIRC3,11:102317373-102339403
FOXP1,3:70954708-71583983
PVT1,8:127794533-128101253
IRF4,6:391752-411443
TPM1,15:63042698-63071915
SERPINA3,14:94612391-94624053
ATP7A,X:77910693-78050395
MUC2,11:1074875-1110508
CUL3,2:224470150-224585363
LGR5,12:71439798-71586310
VCAN,5:83471744-83582302
PADI4,1:17308195-17364004
PTP4A3,8:141391995-141432454
ADIPOR1,1:202940825-202958572
VAV1,19:6772708-6857366
CDH13,16:82626823-83800640
OXT,20:3068871-3072517
HMGCR,5:75336334-75362116
OCLN,5:69492547-69558104
NEDD4L,18:58044226-58401540
ERCC6,10:49434881-49539538
MBP,18:76978833-77133708
NKX2-5,5:173232109-173235321
BIRC2,11:102347214-102378670
MUC4,3:195746771-195811929
SLC16A1,1:112911847-112956196
HSPA9,5:138553756-138575401
GAA,17:80101535-80119881
LGALS9,17:27631172-27649560
TYMP,22:50525752-50530085
SCGB1A1,11:62419033-62423195
POLH,6:43576147-43620523
KLF5,13:73054976-73077538
SLC2A4,17:7281718-7288257
ATG16L1,2:233251647-233295674
SSTR2,17:73165010-73176633
KLF6,10:3775996-3785209
ROCK2,2:11179759-11345437
PRDX2,19:12796823-12801800
CHRNA3,15:78593052-78620996
PON2,7:95404862-95435028
ZFP36,19:39406847-39409407
HSP90AB1,6:44246194-44253883
PAX2,10:100735396-100829944
MIR182,7:129770383-129770492
DDR1,6:30880958-30900156
BBC3,19:47220822-47232998
ATF2,2:175072259-175168203
PRKD1,14:29576479-29927847
LRP6,12:12116025-12267044
BCAR1,16:75228181-75268007
ATXN2,12:111452214-111599673
COMP,19:18782773-18791305
RAD50,5:132556977-132646349
PTBP1,19:797452-812316
YWHAB,20:44885705-44908532
MIR206,6:52144349-52144434
ACTN4,19:38647649-38731589
MECOM,3:169083506-169663781
TRAF3,14:102777449-102911500
CUL4A,13:113208193-113267108
IL24,1:206897404-206904139
DNM2,19:10718079-10831903
GRIN2A,16:9753404-10182928
AVPR2,X:153902625-153907166
AQP3,9:33441154-33447596
H3-4,1:228424845-228425360
NR0B1,X:30304206-30309390
BARD1,2:214725645-214809683
MTNR1B,11:92969651-92986241
KIR3DL1,19:54816438-54830778
SALL4,20:51782331-51802521
MIR141,12:6964097-6964191
ITPR1,3:4493348-4847506
NCOR2,12:124324415-124567612
SLC40A1,2:189560590-189580811
OGT,X:71533104-71575892
WNT3A,1:228006998-228067113
GAS5,1:173863899-173868882
ERCC4,16:13920137-13952348
PAX5,9:36833269-37034268
C4B,6:32014795-32035418
TLR8,X:12906620-12923169
SMAD1,4:145481306-145559176
HK2,2:74834126-74893359
POU2F1,1:167220878-167427345
CXCL16,17:4733533-4739928
MAOB,X:43766610-43882450
COPS5,8:67043079-67062133
RAP1A,1:111542009-111716695
ITGAL,16:30472683-30523185
PRKCI,3:170222424-170305981
MAPK7,17:19377721-19383544
IL16,15:81196879-81314058
CD276,15:73683966-73714518
LCAT,16:67939750-67944120
CD80,3:119524293-119559614
MTTP,4:99564130-99623997
CSNK2B,6:31666080-31670067
DYSF,2:71453154-71686763
KRT8,12:52897191-52949860
MSLN,16:760734-768865
MED12,X:71118596-71142450
GLRA1,5:151822513-151924851
HNRNPA2B1,7:26189920-26200775
CCND2,12:4273762-4305353
DLK1,14:100726892-100738224
MIR148A,7:25949919-25949986
TCF3,19:1609292-1652615
BUB1B,15:40161069-40221123
LAMP2,X:120426148-120469349
HBG1,11:5248269-5249857
ESM1,5:54977867-54985593
ACKR1,1:159204875-159206500
MS4A1,11:60455847-60470752
COL4A5,X:108439838-108697545
HOXA10,7:27170605-27179861
ALCAM,3:105366909-105576900
ADAM33,20:3667973-3682108
NR4A2,2:156324432-156332724
AQP2,12:49950737-49958878
PMS2,7:5970925-6009106
NPHS2,1:179550539-179575987
FAAH,1:46394317-46413845
DMPK,19:45769709-45782490
IFNGR1,6:137197484-137220351
MIR125B1,11:122099757-122099844
PFN1,17:4945652-4948530
KIF11,10:92593130-92655395
SOX4,6:21593751-21598619
UGT2B7,4:69051375-69112987
GCKR,2:27496839-27523689
KCNJ2,17:70169532-70180044
MIR499A,20:34990376-34990497
LOXL1,15:73926462-73952137
VTCN1,1:117143587-117210985
SLC1A2,11:35251205-35420058
SLC29A1,6:44219587-44234144
SEMA3A,7:83955777-84515189
EHMT2,6:31879759-31897698
SLC22A5,5:132369704-132395614
SCNN1A,12:6346847-6377359
PRLR,5:35048756-35230724
AXIN1,16:287440-355226
CAPN1,11:65181373-65212006
TRPM8,2:233917342-234019522
PDX1,13:27919982-27926313
IL11,19:55364382-55370463
PDIA3,15:43746438-43773278
FADS1,11:61799627-61817003
FCGR1A,1:149782694-149800609
PTH1R,3:46877689-46903799
CXCR1,2:218162841-218166962
DSP,6:7541671-7586714
MCM2,3:127598411-127622436
LOC111365141,17:27800158-27817264
PPP1CA,11:67398183-67401858
VASP,19:45507459-45526989
CGA,6:87085498-87095106
PDCD6IP,3:33798630-33869703
SREBF2,22:41833105-41907308
DYRK1A,21:37365573-37526358
PABPC1,8:100702916-100722088
APAF1,12:98645141-98735433
CLTC,17:59619895-59696956
CHRM3,1:239386565-239915450
KCNN4,19:43766533-43782139
CCL4,17:36103827-36105614
IDE,10:92451684-92574093
PRKCQ,10:6393038-6580646
MIR204,9:70809975-70810084
CTSS,1:150730188-150765778
SET,9:128683424-128696396
APOA4,11:116820700-116823304
GNRHR,4:67737118-67754388
CXCL9,4:76001275-76007509
TNFSF15,9:114784635-114806039
DLG1,3:197042560-197299321
MIR15A,13:50049119-50049201
VCL,10:73998116-74121363
CANX,5:179678646-179731641
SLC2A9,4:9771125-10040270
EIF2AK3,2:88556741-88627464
CLCN1,7:143316111-143352083
EGLN1,1:231363756-231422332
HSPA1B,6:31827738-31830254
MMP12,11:102862736-102874982
UCP3,11:74000277-74009085
MIR22,17:1713903-1713987
MIR29B1,7:130877459-130877539
DKK3,11:11963036-12009827
NTN1,17:9021510-9244000
TMPRSS2,21:41464305-41508158
IL9,5:135892246-135895841
TFE3,X:49028726-49043357
TFF3,21:42311667-42315409
NFATC2,20:51386963-51562857
ARF1,1:228082708-228099212
ROS1,6:117287353-117426065
MSN,X:65588382-65741931
NCOA2,8:70109770-70405390
TAP2,6:32821831-32838739
UBE2L3,22:21549447-21624034
TFPI2,7:93885396-93890753
GPT,8:144503068-144507172
MAPK9,5:180233143-180292083
TLR1,4:38791055-38806262
PLA2G6,22:38111495-38181830
TFF1,21:42362282-42366535
MICB,6:31494918-31511124
INHA,2:219572310-219575711
LOC109461477,19:45770205-45770266
MST1R,3:49886471-49903873
KCNQ2,20:63400208-63472655
SFTPB,2:85657307-85668741
C1QBP,17:5432777-5439155
S100A7,1:153457744-153460651
DLC1,8:13083361-13604620
CGB3,19:49022869-49024333
SRF,6:43171269-43181506
CCL11,17:34285742-34288334
PRTN3,19:840965-848175
KHDRBS1,1:32013868-32060850
RTN4,2:54972189-55137831
TNFRSF6B,20:63696652-63698684
TBXA2R,19:3594507-3608749
TUG1,22:30969211-30979395
SCD,10:100347233-100364826
DDX5,17:64498254-64506866
CCR6,6:167111795-167139141
MIR200A,1:1167863-1167952
CD74,5:150400041-150412936
PSCA,8:142670297-142682725
SRSF2,17:76734115-76737411
GADD45A,1:67685201-67688334
UCP1,4:140555770-140568961
FAP,2:162170684-162243472
NUCB2,11:17260337-17349980
PHOX2B,4:41744082-41748725
CASP7,10:113679194-113730909
KCNJ5,11:128891356-128921163
GHSR,3:172443291-172448456
PRDM1,6:106046729-106109938
SMARCA2,9:2015347-2193624
GLI2,2:120735868-120992653
HMBS,11:119084864-119093549
BNIP3,10:131967683-131982013
IFI16,1:158999976-159055151
ASXL1,20:32358062-32439319
CDC73,1:193122031-193254815
HEXA,15:72340924-72376014
BIN1,2:127048023-127107154
CDC25C,5:138285265-138338355
XDH,2:31334320-31414777
MGP,12:14880864-14885854
HBG2,11:5253188-5254781
PLCE1,10:93993931-94332823
DHFR,5:80626226-80654983
ABCB4,7:87398988-87476722
FOXC1,6:1609915-1613897
DES,2:219418377-219426734
PTPA,9:129110949-129148946
MIR451A,17:28861369-28861440
TRPC1,3:142724034-142807888
ALAD,9:113386312-113401301
ELK1,X:47635520-47650604
DHX9,1:182839347-182887982
C4A,6:31982057-32002681
CHIT1,1:203216079-203229673
RPSA,3:39406720-39412542
KNG1,3:186717359-186744410
CD63,12:55725323-55729673
MACC1,7:20134655-20217384
ATP1A1,1:116372986-116410259
GLO1,6:38675925-38703145
IGFBP7,4:57030773-57110385
MSX1,4:4859665-4863936
JUP,17:41754608-41786711
SLC3A2,11:62856109-62888860
MIR26A1,3:37969404-37969480
ABCC6,16:16149565-16223617
ITCH,20:34363273-34511773
TTK,6:80004147-80042651
ATG5,6:106184476-106325789
RNASEL,1:182573634-182589285
ESRRA,11:64305524-64316743
THRA,17:40062193-40093867
SDHD,11:112086873-112095794
PTGER4,5:40679915-40740936
ANPEP,15:89784895-89814852
CIP2A,3:108545752-108589456
FTH1,11:61964285-61967634
FANCA,16:89737549-89816647
RAB7A,3:128726183-128814798
ACTG1,17:81509971-81512799
NOTCH4,6:32194843-32224067
TYK2,19:10350528-10380572
HNRNPD,4:82352498-82373991
TXNRD1,12:104215779-104350307
SERPINA12,14:94481651-94517844
NPHS1,19:35825372-35852504
SHOX,X:624344-659411
SHOX,Y:624344-659411
PLN,6:118548296-118561716
CD2-LCR,1:116769217-116774826
SLC12A3,16:56865207-56915850
APOC1,19:44914325-44919346
UBB,17:16380779-16382745
ZNF804A,2:184598529-184939492
DIO2,14:80197526-80231057
SLPI,20:45252239-45254564
PYCARD,16:31201486-31202760
MIR142,17:58331232-58331318
CDC25A,3:48157146-48188417
ADCYAP1,18:904384-912172
DEK,6:18223860-18264541
PAEP,9:135561627-135566955
PDGFA,7:497245-520668
CCL18,17:36064272-36072032
HOXA9,7:27162438-27165537
ATF6,1:161766320-161964070
UNG,12:109097597-109110992
FUT2,19:48695971-48705951
SIN3A,15:75369379-75455819
TNFSF4,1:173183729-173462208
FPR2,19:51752026-51770531
SLCO1B3,12:20810705-20916911
HCK,20:32052242-32101856
CFB,6:31946095-31952084
PIK3CB,3:138652698-138834928
EPHB4,7:100802565-100827523
GALT,9:34646675-34651035
MIR140,16:69933081-69933180
FLI1,11:128685263-128813267
RPGR,X:38269163-38327509
FABP3,1:31359595-31373618
RPS6KA3,X:20149911-20267514
MIR20A,13:91351065-91351135
GLUD1,10:87050202-87094843
MIR10B,2:176150303-176150412
CTBP1,4:1211444-1250355
TACSTD2,1:58575433-58577252
NCF1,7:74773962-74789376
RNASE3,14:20891385-20892348
APOBEC3B,22:38982347-38992779
SP3,2:173900775-173965702
CBX5,12:54230942-54280122
GATA6,18:22169589-22202528
PTN,7:137227341-137343733
ICOS,2:203936763-203961577
FOLR1,11:72189709-72196323
RECK,9:36036905-36124455
DLG4,17:7187187-7220050
ACVRL1,12:51906913-51923361
PGK1,X:78104248-78129295
TRIM21,11:4384897-4393702
PRRT2,16:29812193-29815920
HCRT,17:42184060-42185452
ALOX5AP,13:30713485-30764426
FOXP2,7:114086327-114693765
C5AR1,19:47309861-47322066
MCM7,7:100092728-100101397
HSPG2,1:21822244-21937310
SSB,2:169798871-169812064
MAP2K4,17:12020822-12143828
EFEMP1,2:55865967-55924163
XIST,X:73820651-73852753
MTHFD1,14:64388353-64460025
AQP5,12:49961855-49965682
VIP,6:152750797-152759765
ABCD1,X:153724851-153744755
DROSHA,5:31400494-31532142
BAG1,9:33252471-33264708
GDF5,20:35433347-35454749
UGT1A9,2:233671898-233773300
FABP1,2:88122982-88128062
MIR181A1,1:198859044-198859153
TET1,10:68560337-68700794
CRKL,22:20917407-20953747
ARSA,22:50622754-50628152
OSM,22:30262829-30266851
CSF3R,1:36466043-36483314
AIP,11:67468179-67491103
TIAM1,21:31118418-31559977
OTC,X:38352528-38421446
MERTK,2:111898607-112029561
FOXC2,16:86566829-86569728
APOA2,1:161222292-161223628
RAPGEF3,12:47734363-47758880
RHOC,1:112701131-112707408
IGFBP5,2:216672105-216695549
MAP1LC3B,16:87392336-87404774
GLI3,7:41960949-42237209
THPO,3:184371935-184379688
YWHAG,7:76326799-76358991
